TransactionID,CustomerID,Date,Amount,TransactionType,Category,Channel
891ca0b0-88f6-419c-af54-6ca4eac21f61,3982f015-b916-4180-a152-7ca0c6f1755b,2023-12-03,2870.44,Deposit,Entertainment,App
f19e779b-4f21-4ac7-b069-f0e91fab6321,55a92207-37e6-4482-a06e-9be5f9d5e8fe,2025-04-17,3784.77,Payment,Shopping,Branch
1e2a6d37-c931-4934-920e-f7f43960b259,d36d6380-1c1c-4928-a842-c37d4cbd99d7,2024-08-10,4402.63,Transfer,Insurance,Branch
416331c0-5109-4b45-a391-06e096e8724e,1a1cade4-3e3a-407f-b04c-dba4c6a3cbab,2024-09-12,1265.49,Fee,Salary,ATM
9c2cfc7a-26da-4ef9-aada-a2744ccb26b7,62dbe3f9-b8dd-4665-b6dc-c236def02d8f,2024-03-18,2377.46,Transfer,Groceries,Branch
3baf7edf-5a2c-426b-b24e-991f32ea3b79,188f311d-4dbf-4a2a-9df7-c53957915c4c,2023-08-26,1973.9,Transfer,Salary,Branch
48bfb79d-c745-49ed-8b2d-316a010e1870,30ee5fa6-e28a-449d-a3d2-f82e6ec22648,2024-07-29,3982.83,Deposit,Shopping,Online
43fac7cf-57ea-4434-bb00-23431a883db0,9722440c-ebd6-4ff2-a610-ef0e7310325f,2024-08-07,657.42,Deposit,Groceries,Online
77aaf3de-37ae-4ea2-8678-ef0f1d8eec8a,f304b9a9-46bd-47f8-8189-4009389ca17c,2024-04-21,3255.37,Payment,Shopping,Branch
5a1abe85-8cef-4ffc-9a1e-b06e4af858c3,2b4fca7d-89fb-4573-8b2b-d8d47b079235,2023-08-08,4052.78,Transfer,Miscellaneous,Online
15e22c9c-7f6a-4787-9b14-fdfa2e24f63f,da2ae062-5e00-425f-ba19-be692a3b86b5,2024-04-21,3628.3,Transfer,Miscellaneous,Online
9e948de7-b1c1-4bc5-9992-e69f1f7eab27,ee663260-6284-4674-b699-82af3f0d1182,2023-07-01,2297.68,Fee,Insurance,ATM
7ff09e05-c9c9-47e2-bce8-c2855e59d35c,df934834-619b-40c7-9770-0f827464680e,2024-09-07,3500.55,Fee,Shopping,Online
49cc1daa-57c6-4a7b-820c-7646ae906b67,480d1817-4009-4f6d-a467-af21ce0825d5,2024-10-13,3007.55,Deposit,Insurance,Branch
ec375004-b3ea-4c1d-8a42-171a7f83c2e5,660141de-3699-449c-81d7-10346d5179f4,2024-03-11,451.45,Withdrawal,Insurance,App
cfcd6de8-3d8e-4353-bf64-3b0966c15612,f7e0df9b-0e34-4438-90e5-ce4a15e5282f,2024-10-05,771.32,Fee,Bills,Online
44cef8eb-96a6-4761-8107-c7173201d554,5a92a453-dd61-4dc3-9359-70aabcfaad83,2023-09-02,727.58,Payment,Insurance,App
fe14bc56-154e-43ad-90f4-6a24b5b0acd4,501c72bc-89ec-4bcf-b881-325455d57277,2023-08-24,1435.56,Fee,Miscellaneous,App
4c8039d2-1840-4198-b3b8-95f2939a58b4,e4009aef-fae7-4f35-afcf-a99bd3819f0f,2023-10-26,949.67,Transfer,EMI,Branch
1533f557-166b-4656-9924-ccbf894fc0df,b42492f9-6fe1-474f-89a2-a20d159cb172,2025-01-30,2654.71,Withdrawal,Insurance,Branch
a71a3eea-b811-4af6-9b82-53129e8e09ad,084a0392-7fd8-47b2-a2c9-19ec1119b2cd,2024-04-18,3848.99,Payment,Miscellaneous,Online
b41c115d-39f0-40b3-9eda-4e3a511f17fa,1481953a-cf64-4a9c-b756-f8abb0b321eb,2024-11-09,1080.94,Deposit,Miscellaneous,App
7d43b949-7402-4da8-9ced-3d50c2f58948,f9bcbb7d-9a96-468a-94a3-187a6b45dbd5,2023-07-26,2535.62,Payment,Entertainment,Online
6dc85b1c-5f96-484c-bebb-d0b47bb7d651,09046516-ceb2-431e-85f0-38a456e1378b,2024-03-08,4518.97,Transfer,Entertainment,App
9fd49a5b-5acc-4e72-9a0f-203feeb95a1b,806c8bd2-a82e-45ff-b70f-7728cc1422f7,2024-06-28,3205.32,Fee,Miscellaneous,ATM
f21caeea-7bae-4f1c-9072-25cd07af1744,c3077fe8-1a9c-452a-943b-0a4e93360e52,2024-06-10,3117.31,Deposit,Entertainment,App
56041a59-da4c-4992-8323-8e4446d8061f,3483a295-410b-4d50-8e61-973eccf06120,2023-07-03,3085.49,Deposit,Shopping,Online
e0f4339e-b9b0-4170-8ee0-debcd3e690bc,c6abd568-35a4-4870-9f7a-ce6451e8a680,2023-05-30,459.8,Withdrawal,Groceries,ATM
6f7e56ee-bf49-432a-a7c6-48a1c3fb67f2,60037447-3f7b-4f3b-a827-0c900b17ba6b,2024-08-09,4540.34,Payment,Salary,App
000f0a94-6fe6-417b-a49f-f2aa6dd1ad0e,efc06c4a-193a-47d8-96c3-500be125abbc,2023-07-15,2531.28,Deposit,Insurance,App
70a21e3a-df6e-411e-bc67-a292d76d610a,0cb0adb1-6401-43e9-a3b2-afa8b281dedf,2025-04-17,1657.51,Transfer,Groceries,Online
79433e41-664f-41e3-9f1a-a1d30501473b,339f7511-5d3e-4cba-8c2a-902297cd9b4c,2024-12-31,3386.58,Deposit,EMI,App
600ec5a7-8293-4b72-b317-ed25afedc792,772af53e-717a-478d-92e6-187d77e039da,2024-06-06,2647.91,Deposit,Salary,Branch
62ca6dbb-9492-439f-840f-031117f5b424,e2ff8f05-aa14-4957-b527-aa06e4ec36a7,2024-02-28,4439.33,Fee,EMI,Branch
5c57244b-7a60-4060-80cf-8d7c3ca98e28,44439597-a55c-492e-ad66-21eb0dc5bc62,2024-09-14,395.01,Deposit,Groceries,Branch
b4f35b00-f0b5-47e0-ab26-a14638df7319,c2eb1651-983d-4098-b741-29df2ad55e19,2025-02-18,3671.37,Deposit,Bills,App
439b6035-9601-4a69-9002-be068a7daeb7,9ff3230c-1320-4009-819a-2db70b0c6ccc,2023-06-11,1811.88,Transfer,Miscellaneous,Branch
ef09eab9-7cab-435d-9af1-e54a40aba859,e77a766c-795c-408b-bf9c-7101e87f4c76,2024-04-02,2009.69,Fee,Entertainment,Branch
4c47bd09-b523-45ba-b074-abc31f40303a,34eb0bb9-3596-427a-a121-5e818714fbd8,2024-11-02,1986.38,Withdrawal,EMI,ATM
6a8b5ca8-511d-41dc-996f-8e952104592a,7a23180b-d8dd-4aed-9442-b5d89b0d982a,2023-11-21,3618.72,Withdrawal,Groceries,ATM
967fde9b-ebd5-4ce4-93e4-6e768fc41810,472c7e71-51ae-4db8-9089-d092f98686d6,2023-12-04,2594.91,Transfer,Entertainment,Online
0f2767b9-e538-479a-8988-ae40d44728ee,715c498e-e9e3-4cd8-aae5-f3a125b0290f,2025-01-28,1819.74,Payment,Salary,Online
f7733453-eaa6-41d7-aa74-e8c64106aa6c,41236889-8416-4853-a085-346b8d468fcd,2023-07-29,371.76,Fee,Entertainment,Branch
f237fba4-bc1f-4bbe-9af1-a5f7177b1660,c1a9118d-cf09-4df5-9251-cbec922fac37,2024-04-30,1069.64,Fee,Groceries,Online
24d838a1-0546-4842-b45a-652cf023f00c,2e8ae221-eb2d-410d-aec7-2e569b25584b,2024-11-23,4982.94,Fee,Miscellaneous,Online
2391064c-5ef6-4232-96f3-b9e3d570662a,ca3252d1-70d8-422f-9c66-d49fc41c6c01,2024-08-19,4615.83,Payment,Salary,App
4d41f59a-481e-40ea-a0b0-62b430edf427,b69820a9-d6ff-4403-8d2d-6a41c4f1a1cb,2023-05-24,4884.93,Deposit,Salary,Branch
d3863cdd-f9a8-4730-b319-8c51a1298242,a31918eb-e81a-476a-980d-82dce217c099,2025-04-16,2534.99,Fee,Groceries,App
8c72c080-f9bb-4df0-b282-e7bbcd632aba,994bbab6-90e1-4dd0-af3f-6ede14a4fe5c,2024-10-29,1037.73,Fee,EMI,App
14731aba-dfd8-4ddd-9528-facac4ce0188,ec674e98-59bd-464d-94fb-9116bc397112,2024-07-13,76.89,Fee,Miscellaneous,ATM
c09de5c1-ef40-460f-aa96-b5bbf227944e,595f65f4-33ae-4e88-a1f4-e33d9f9916a6,2024-03-15,2005.56,Deposit,EMI,Online
ca7b063e-4302-41fc-9822-b57d57989be6,11e57386-db37-4d64-b8e0-79b7e23fc9a9,2023-08-28,2589.81,Transfer,Salary,App
6a7473d6-388b-41f5-95b2-cc74ea0238ad,41236889-8416-4853-a085-346b8d468fcd,2024-06-08,3892.44,Fee,Salary,App
0e5dfc37-783b-4b75-924e-bcc247e197a3,50ee6162-04b1-4242-949d-ddf5b1f0b484,2023-05-14,2346.47,Withdrawal,Bills,Online
46e8bc8d-a291-4cee-a2e5-f8a4f74d86c1,9a1bfb75-ea7e-45a2-b38c-8138b19b880f,2025-02-21,1898.92,Transfer,Entertainment,App
