CustomerID,ProductType,OpenDate,ActiveStatus,CreditLimit,Balance,UsageScore
d56855ce-1899-4d3c-aa10-75e3c027c3b0,Investment Account,2011-04-02,Active,,28084.24,0.96
d56855ce-1899-4d3c-aa10-75e3c027c3b0,Fixed Deposit,2009-03-08,Inactive,,1053.96,0.4
d56855ce-1899-4d3c-aa10-75e3c027c3b0,Savings Account,2017-05-22,Active,,41582.16,0.03
d25c41c1-4f31-437f-b5fb-6d09c991562a,Investment Account,2022-06-15,Active,,22052.72,0.14
d25c41c1-4f31-437f-b5fb-6d09c991562a,Mortgage,2015-01-08,Inactive,,9028.98,0.65
d25c41c1-4f31-437f-b5fb-6d09c991562a,Savings Account,2012-11-17,Active,,34760.61,0.34
d25c41c1-4f31-437f-b5fb-6d09c991562a,Fixed Deposit,2008-04-18,Inactive,,10358.44,0.84
d25c41c1-4f31-437f-b5fb-6d09c991562a,Credit Card,2011-11-13,Active,34691.0,5496.38,0.9
1d0fc23f-8f72-489d-8105-5cf9d005bd32,Fixed Deposit,2012-12-28,Active,,45595.21,0.87
1d0fc23f-8f72-489d-8105-5cf9d005bd32,Savings Account,2010-04-09,Inactive,,27536.56,0.59
686d0c4e-4c96-418e-a3cf-8c3ddec2f9e4,Credit Card,2016-12-20,Inactive,20858.0,9857.94,0.69
686d0c4e-4c96-418e-a3cf-8c3ddec2f9e4,Mortgage,2011-11-28,Inactive,,38922.81,0.65
686d0c4e-4c96-418e-a3cf-8c3ddec2f9e4,Investment Account,2005-12-27,Active,,9899.24,0.74
03cc9ced-94f3-4886-84c1-70b2649509a3,Mortgage,2022-02-12,Inactive,,15865.17,0.37
03cc9ced-94f3-4886-84c1-70b2649509a3,Savings Account,2012-03-04,Active,,11725.52,0.74
03cc9ced-94f3-4886-84c1-70b2649509a3,Investment Account,2006-10-13,Active,,16985.39,0.6
207e10dd-230a-45d8-8f64-04200bec4300,Savings Account,2012-03-15,Active,,25209.77,0.57
207e10dd-230a-45d8-8f64-04200bec4300,Investment Account,2015-02-13,Inactive,,24191.43,0.45
207e10dd-230a-45d8-8f64-04200bec4300,Mortgage,2007-10-18,Active,,14564.09,0.68
1bb44149-5471-4737-933c-f614dca1e316,Fixed Deposit,2012-02-05,Inactive,,38548.01,0.72
1bb44149-5471-4737-933c-f614dca1e316,Savings Account,2005-06-05,Active,,4860.1,0.73
1bb44149-5471-4737-933c-f614dca1e316,Investment Account,2012-06-15,Active,,17313.81,0.78
56c503d8-ccde-4656-b483-d0531e24d827,Mortgage,2013-01-15,Active,,31549.15,0.97
56c503d8-ccde-4656-b483-d0531e24d827,Investment Account,2023-01-17,Inactive,,1839.62,0.25
46377d22-50d7-4ad8-ba61-35a944b81dbd,Credit Card,2005-07-27,Inactive,11695.0,5080.41,0.71
46377d22-50d7-4ad8-ba61-35a944b81dbd,Investment Account,2023-07-05,Inactive,,27064.6,0.75
46377d22-50d7-4ad8-ba61-35a944b81dbd,Savings Account,2024-10-09,Inactive,,45578.62,0.78
46377d22-50d7-4ad8-ba61-35a944b81dbd,Fixed Deposit,2025-03-09,Active,,38942.79,0.41
46377d22-50d7-4ad8-ba61-35a944b81dbd,Mortgage,2006-06-19,Inactive,,43399.59,0.17
37330a1e-a440-4179-a663-80f85c5ae7f9,Investment Account,2011-07-06,Inactive,,11210.63,0.63
37330a1e-a440-4179-a663-80f85c5ae7f9,Savings Account,2019-02-28,Inactive,,31529.68,0.52
4103137d-c4f2-4f2a-821e-db05e524dd8b,Fixed Deposit,2024-10-26,Inactive,,1385.76,0.17
4103137d-c4f2-4f2a-821e-db05e524dd8b,Savings Account,2020-12-22,Active,,8165.77,0.11
4103137d-c4f2-4f2a-821e-db05e524dd8b,Investment Account,2013-01-14,Active,,2313.22,0.6
4103137d-c4f2-4f2a-821e-db05e524dd8b,Credit Card,2008-11-15,Inactive,35138.0,22378.46,0.79
dd4dcbd0-4273-4765-912f-b81cb3423513,Credit Card,2015-06-24,Inactive,3212.0,37682.39,0.72
dd4dcbd0-4273-4765-912f-b81cb3423513,Investment Account,2018-07-26,Inactive,,3087.7,0.52
dd4dcbd0-4273-4765-912f-b81cb3423513,Savings Account,2009-07-28,Active,,24654.63,0.61
dd4dcbd0-4273-4765-912f-b81cb3423513,Mortgage,2023-08-10,Active,,2365.99,0.75
dd4dcbd0-4273-4765-912f-b81cb3423513,Fixed Deposit,2023-07-10,Active,,13391.21,0.6
6ce6b601-33e5-4c28-9995-d422dbaf2911,Investment Account,2016-09-05,Active,,12960.08,0.1
6ce6b601-33e5-4c28-9995-d422dbaf2911,Savings Account,2018-02-16,Inactive,,8731.0,0.01
6ce6b601-33e5-4c28-9995-d422dbaf2911,Credit Card,2019-08-10,Inactive,35436.0,26279.18,0.22
6ce6b601-33e5-4c28-9995-d422dbaf2911,Mortgage,2021-08-01,Inactive,,33067.98,0.36
6ce6b601-33e5-4c28-9995-d422dbaf2911,Fixed Deposit,2015-06-10,Active,,2037.91,0.99
0f1fce5c-c8b2-4b46-aebe-3735e3230983,Fixed Deposit,2022-12-04,Active,,23553.12,0.08
0f1fce5c-c8b2-4b46-aebe-3735e3230983,Investment Account,2024-12-05,Active,,46941.73,0.83
0f1fce5c-c8b2-4b46-aebe-3735e3230983,Credit Card,2010-01-20,Active,12649.0,38311.17,0.28
4e0f77b1-009e-45fe-ab1a-67fb4a9c687b,Savings Account,2025-03-31,Active,,31234.94,0.42
4e0f77b1-009e-45fe-ab1a-67fb4a9c687b,Credit Card,2012-12-03,Inactive,15986.0,7893.1,0.43
c43eb10d-ecf0-411c-97b4-b48704621337,Savings Account,2016-08-27,Inactive,,39271.39,0.14
c43eb10d-ecf0-411c-97b4-b48704621337,Investment Account,2018-02-02,Active,,29219.84,0.42
c43eb10d-ecf0-411c-97b4-b48704621337,Mortgage,2011-03-23,Inactive,,22088.4,0.92
c43eb10d-ecf0-411c-97b4-b48704621337,Fixed Deposit,2019-08-15,Inactive,,15484.25,0.95
c43eb10d-ecf0-411c-97b4-b48704621337,Credit Card,2012-07-31,Inactive,33172.0,43187.08,0.79
960ff9e0-d978-4250-8bd6-c8c38d7cf429,Investment Account,2025-01-20,Inactive,,4168.94,0.85
960ff9e0-d978-4250-8bd6-c8c38d7cf429,Mortgage,2013-12-14,Active,,8858.73,0.08
960ff9e0-d978-4250-8bd6-c8c38d7cf429,Fixed Deposit,2021-07-28,Inactive,,29817.82,0.13
960ff9e0-d978-4250-8bd6-c8c38d7cf429,Credit Card,2015-06-07,Active,49776.0,1674.46,0.37
960ff9e0-d978-4250-8bd6-c8c38d7cf429,Savings Account,2012-12-08,Inactive,,38965.32,0.15
8eda34e2-a3af-4a0b-978a-0e885df02de8,Savings Account,2021-10-10,Active,,30008.27,0.13
8eda34e2-a3af-4a0b-978a-0e885df02de8,Mortgage,2005-06-25,Active,,47020.64,0.89
8eda34e2-a3af-4a0b-978a-0e885df02de8,Investment Account,2014-01-28,Inactive,,3909.41,0.63
72958bf3-d5b6-4443-bdbd-75e471f2109f,Investment Account,2012-05-17,Inactive,,46217.65,0.14
72958bf3-d5b6-4443-bdbd-75e471f2109f,Credit Card,2014-03-07,Active,14937.0,44281.8,0.11
cd304a1a-51fd-4b6d-8244-2607ddcbeeaa,Mortgage,2013-05-29,Inactive,,44007.13,0.01
cd304a1a-51fd-4b6d-8244-2607ddcbeeaa,Investment Account,2008-06-28,Active,,40187.47,0.17
cd304a1a-51fd-4b6d-8244-2607ddcbeeaa,Fixed Deposit,2010-06-25,Active,,14736.59,0.44
cd304a1a-51fd-4b6d-8244-2607ddcbeeaa,Savings Account,2015-05-30,Inactive,,4527.72,0.13
2aedf190-14ff-4d74-8c81-a1c7a3f07732,Credit Card,2008-12-06,Inactive,18823.0,17105.83,0.36
2aedf190-14ff-4d74-8c81-a1c7a3f07732,Investment Account,2019-03-31,Inactive,,8287.0,0.06
2aedf190-14ff-4d74-8c81-a1c7a3f07732,Mortgage,2010-12-06,Active,,43382.72,0.86
ef5f2cae-0d7a-48fe-9c78-e811d5c1c37d,Fixed Deposit,2023-03-07,Active,,5325.45,0.38
ef5f2cae-0d7a-48fe-9c78-e811d5c1c37d,Credit Card,2009-03-27,Active,41440.0,37433.48,0.89
ef5f2cae-0d7a-48fe-9c78-e811d5c1c37d,Investment Account,2024-03-30,Active,,36027.84,0.75
af7b2f57-ac8d-4571-b36f-c69d73d06a53,Savings Account,2014-02-19,Inactive,,10238.08,0.93
af7b2f57-ac8d-4571-b36f-c69d73d06a53,Mortgage,2018-06-17,Inactive,,3398.17,0.85
d5625bd2-eb45-421f-8bdb-1c6fee51f02d,Investment Account,2010-01-01,Inactive,,46794.76,0.11
d5625bd2-eb45-421f-8bdb-1c6fee51f02d,Mortgage,2008-02-23,Inactive,,24502.72,0.62
82e102d9-49f6-47b4-b7f6-116d01195940,Mortgage,2009-09-06,Inactive,,42331.7,0.12
82e102d9-49f6-47b4-b7f6-116d01195940,Savings Account,2025-04-06,Inactive,,3699.48,0.54
82e102d9-49f6-47b4-b7f6-116d01195940,Fixed Deposit,2022-03-03,Inactive,,27312.6,0.22
82e102d9-49f6-47b4-b7f6-116d01195940,Credit Card,2006-10-02,Active,32324.0,44990.07,0.09
ffa0a6a5-10eb-4b0e-ab4d-51b8a6ddb6c1,Mortgage,2019-09-15,Active,,30183.31,0.75
ffa0a6a5-10eb-4b0e-ab4d-51b8a6ddb6c1,Savings Account,2007-03-18,Inactive,,41500.64,0.15
ffa0a6a5-10eb-4b0e-ab4d-51b8a6ddb6c1,Investment Account,2015-06-03,Active,,44359.1,0.7
64858c52-6e27-43fb-96a2-e5fe80518262,Investment Account,2021-11-11,Inactive,,7654.31,0.81
0d3ad255-063f-4780-aa49-2b1c226ebed4,Savings Account,2010-02-21,Inactive,,37270.87,0.95
0d3ad255-063f-4780-aa49-2b1c226ebed4,Mortgage,2014-10-07,Inactive,,22744.61,0.21
0d3ad255-063f-4780-aa49-2b1c226ebed4,Credit Card,2015-10-04,Active,38843.0,13934.2,0.98
1b8d35f4-e7bb-4e55-ae63-031f934d2007,Fixed Deposit,2007-09-24,Inactive,,15315.95,0.27
1b8d35f4-e7bb-4e55-ae63-031f934d2007,Credit Card,2009-02-28,Inactive,23609.0,16598.3,0.26
1b8d35f4-e7bb-4e55-ae63-031f934d2007,Investment Account,2014-02-26,Inactive,,9258.22,0.04
1b8d35f4-e7bb-4e55-ae63-031f934d2007,Savings Account,2020-09-06,Active,,34821.5,0.17
2737558d-cee5-4950-94da-186aceb1d11e,Fixed Deposit,2023-03-30,Inactive,,44017.18,0.26
2737558d-cee5-4950-94da-186aceb1d11e,Mortgage,2006-11-11,Inactive,,45148.7,0.65
2737558d-cee5-4950-94da-186aceb1d11e,Credit Card,2021-10-22,Active,40180.0,5850.64,0.12
d8ce0a09-ba82-4a3c-a837-75580c78e9c6,Fixed Deposit,2023-03-11,Inactive,,15025.72,0.13
d8ce0a09-ba82-4a3c-a837-75580c78e9c6,Savings Account,2016-07-09,Inactive,,49668.99,0.11
d8ce0a09-ba82-4a3c-a837-75580c78e9c6,Mortgage,2016-05-31,Active,,20580.92,0.04
ff55bc33-4636-479b-8b78-1fced101d344,Investment Account,2017-11-03,Active,,27895.87,0.66
f54d5fb4-a688-4588-8099-da186d20cfae,Fixed Deposit,2015-04-28,Inactive,,3312.92,0.97
f54d5fb4-a688-4588-8099-da186d20cfae,Savings Account,2023-12-09,Active,,15521.03,0.31
f54d5fb4-a688-4588-8099-da186d20cfae,Mortgage,2023-04-11,Active,,34296.35,0.97
f54d5fb4-a688-4588-8099-da186d20cfae,Credit Card,2017-02-27,Active,6431.0,49379.52,0.85
f54d5fb4-a688-4588-8099-da186d20cfae,Investment Account,2013-07-10,Active,,16309.46,0.3
2ee38d29-3095-4275-8423-1a671297f3d3,Fixed Deposit,2020-01-18,Active,,6443.07,0.1
e69a4b58-2273-49f3-8159-e951b01f7b2b,Credit Card,2017-10-22,Active,28043.0,18569.98,0.16
e69a4b58-2273-49f3-8159-e951b01f7b2b,Investment Account,2008-01-27,Active,,35461.04,0.26
e69a4b58-2273-49f3-8159-e951b01f7b2b,Fixed Deposit,2011-08-06,Inactive,,24319.22,0.06
e69a4b58-2273-49f3-8159-e951b01f7b2b,Savings Account,2025-04-27,Active,,18283.24,0.24
e69a4b58-2273-49f3-8159-e951b01f7b2b,Mortgage,2010-11-19,Active,,4726.52,0.63
d9c8096c-e8c2-4341-82c8-1e7b50bd7633,Fixed Deposit,2007-12-17,Active,,42899.16,0.94
d9c8096c-e8c2-4341-82c8-1e7b50bd7633,Mortgage,2025-02-05,Inactive,,17490.65,0.56
d9c8096c-e8c2-4341-82c8-1e7b50bd7633,Credit Card,2011-05-21,Active,43592.0,38667.94,0.21
d9c8096c-e8c2-4341-82c8-1e7b50bd7633,Investment Account,2023-06-23,Inactive,,37861.82,0.25
d9c8096c-e8c2-4341-82c8-1e7b50bd7633,Savings Account,2024-10-15,Inactive,,21861.64,0.16
c3932ea0-74be-463f-87e9-6109111a8571,Fixed Deposit,2020-09-04,Inactive,,5550.71,0.31
c3932ea0-74be-463f-87e9-6109111a8571,Savings Account,2015-04-20,Inactive,,21261.85,0.4
c3932ea0-74be-463f-87e9-6109111a8571,Credit Card,2021-07-13,Active,18906.0,40047.94,0.97
c3932ea0-74be-463f-87e9-6109111a8571,Mortgage,2024-10-20,Inactive,,32224.44,0.31
25e625f4-dd7a-48a2-9882-daa65cb4bf1f,Mortgage,2023-11-14,Active,,3870.32,0.79
25e625f4-dd7a-48a2-9882-daa65cb4bf1f,Investment Account,2017-04-28,Active,,49489.73,0.88
501c72bc-89ec-4bcf-b881-325455d57277,Savings Account,2007-03-29,Inactive,,46638.33,0.02
0661a486-75f2-4792-b984-7e32f562ff1e,Investment Account,2014-10-02,Inactive,,38250.28,0.28
0661a486-75f2-4792-b984-7e32f562ff1e,Credit Card,2009-03-17,Inactive,9659.0,44910.09,0.49
f786924e-8c18-41a2-ab16-96f935e0dad7,Fixed Deposit,2024-10-17,Inactive,,40399.19,0.1
f786924e-8c18-41a2-ab16-96f935e0dad7,Mortgage,2025-02-02,Active,,12913.51,0.78
f786924e-8c18-41a2-ab16-96f935e0dad7,Investment Account,2012-09-13,Inactive,,28195.09,0.58
f786924e-8c18-41a2-ab16-96f935e0dad7,Savings Account,2020-11-06,Inactive,,37571.61,0.19
e08410e5-7fb1-4bbc-a190-44ec07b94ef3,Investment Account,2010-12-15,Active,,46573.31,0.64
e08410e5-7fb1-4bbc-a190-44ec07b94ef3,Credit Card,2007-09-16,Active,19580.0,34637.98,0.55
e08410e5-7fb1-4bbc-a190-44ec07b94ef3,Fixed Deposit,2024-11-24,Inactive,,16255.22,0.42
e08410e5-7fb1-4bbc-a190-44ec07b94ef3,Savings Account,2018-04-03,Active,,16912.84,0.79
60fd02af-7a3f-4324-8a47-2a2b446eff10,Savings Account,2020-03-28,Active,,30851.44,0.76
60fd02af-7a3f-4324-8a47-2a2b446eff10,Credit Card,2024-01-30,Inactive,13420.0,36229.03,0.3
51129c8e-35e1-40da-ad74-737ab438d6b2,Savings Account,2014-04-28,Inactive,,33828.15,0.77
51129c8e-35e1-40da-ad74-737ab438d6b2,Credit Card,2021-12-14,Active,41546.0,17106.2,0.97
0f36d44d-aba9-4d01-bd41-91988273a0db,Fixed Deposit,2012-04-21,Active,,4754.94,0.42
0f36d44d-aba9-4d01-bd41-91988273a0db,Credit Card,2021-05-04,Inactive,12378.0,42493.87,0.4
0f36d44d-aba9-4d01-bd41-91988273a0db,Savings Account,2016-04-19,Active,,30426.77,0.5
0f36d44d-aba9-4d01-bd41-91988273a0db,Mortgage,2013-06-25,Active,,25703.46,0.09
4ba62d02-841a-44c8-8402-2bc6702172a0,Investment Account,2021-02-01,Inactive,,14048.87,0.75
ff25e4b2-7ecb-47cc-bfa5-662b9f92b12d,Investment Account,2022-05-18,Inactive,,49467.52,0.02
ff25e4b2-7ecb-47cc-bfa5-662b9f92b12d,Credit Card,2017-04-14,Active,16361.0,8628.04,0.1
ff25e4b2-7ecb-47cc-bfa5-662b9f92b12d,Mortgage,2013-08-24,Inactive,,33543.31,0.67
ff25e4b2-7ecb-47cc-bfa5-662b9f92b12d,Savings Account,2006-08-24,Inactive,,48361.93,0.98
96b40343-bac6-40d1-b6ad-d37afcb307d5,Credit Card,2020-07-21,Active,29419.0,21120.86,0.56
96b40343-bac6-40d1-b6ad-d37afcb307d5,Fixed Deposit,2020-08-06,Active,,32130.14,0.46
96b40343-bac6-40d1-b6ad-d37afcb307d5,Mortgage,2010-07-16,Active,,25085.91,0.47
96b40343-bac6-40d1-b6ad-d37afcb307d5,Investment Account,2018-03-02,Active,,25848.18,0.68
537aa098-6b7f-4ce1-a8f1-44cc728bf12a,Credit Card,2012-01-01,Inactive,25464.0,24337.01,0.36
537aa098-6b7f-4ce1-a8f1-44cc728bf12a,Mortgage,2005-06-08,Active,,43048.76,0.15
537aa098-6b7f-4ce1-a8f1-44cc728bf12a,Investment Account,2013-06-06,Active,,12858.8,0.74
537aa098-6b7f-4ce1-a8f1-44cc728bf12a,Savings Account,2022-10-06,Active,,48452.73,0.24
7e86bcfe-1586-4b69-b667-d4d02eb12050,Fixed Deposit,2009-03-11,Active,,48560.39,0.7
7e86bcfe-1586-4b69-b667-d4d02eb12050,Credit Card,2008-01-07,Active,23162.0,34516.25,0.14
7e86bcfe-1586-4b69-b667-d4d02eb12050,Investment Account,2012-09-23,Inactive,,19258.87,0.1
729b1e15-2ca3-4eea-9027-b886fd73d057,Investment Account,2016-05-11,Active,,14888.33,0.4
729b1e15-2ca3-4eea-9027-b886fd73d057,Savings Account,2008-09-26,Active,,4887.9,0.75
729b1e15-2ca3-4eea-9027-b886fd73d057,Credit Card,2017-08-14,Inactive,22734.0,3546.9,0.28
729b1e15-2ca3-4eea-9027-b886fd73d057,Mortgage,2019-01-28,Inactive,,15808.96,0.76
94396136-23f7-4b1f-a02f-643c05872695,Fixed Deposit,2007-10-15,Active,,19959.93,0.49
94396136-23f7-4b1f-a02f-643c05872695,Investment Account,2018-07-24,Inactive,,17183.58,0.45
94396136-23f7-4b1f-a02f-643c05872695,Mortgage,2014-04-19,Inactive,,15741.3,0.16
68c2733b-767f-4783-805f-6a4c620ef91a,Mortgage,2012-07-19,Active,,23409.15,0.77
68c2733b-767f-4783-805f-6a4c620ef91a,Savings Account,2010-11-12,Active,,4914.17,0.2
68c2733b-767f-4783-805f-6a4c620ef91a,Fixed Deposit,2023-03-02,Inactive,,2801.59,0.9
68c2733b-767f-4783-805f-6a4c620ef91a,Credit Card,2015-06-25,Inactive,37723.0,46274.09,0.02
68c2733b-767f-4783-805f-6a4c620ef91a,Investment Account,2020-11-15,Inactive,,31567.4,0.38
c853d45d-9456-4eaf-b62c-c6b2abb7d24a,Fixed Deposit,2016-01-29,Active,,23134.93,0.86
c853d45d-9456-4eaf-b62c-c6b2abb7d24a,Investment Account,2012-01-01,Active,,5396.14,0.09
c853d45d-9456-4eaf-b62c-c6b2abb7d24a,Savings Account,2008-08-08,Inactive,,45458.1,0.67
c853d45d-9456-4eaf-b62c-c6b2abb7d24a,Credit Card,2015-06-10,Active,9041.0,1937.95,0.88
c853d45d-9456-4eaf-b62c-c6b2abb7d24a,Mortgage,2011-09-21,Inactive,,35754.94,0.84
2272b245-b052-4032-b7d4-8836b81594c1,Credit Card,2023-05-16,Active,29804.0,25667.07,0.07
2272b245-b052-4032-b7d4-8836b81594c1,Investment Account,2008-07-07,Active,,32374.84,0.72
2272b245-b052-4032-b7d4-8836b81594c1,Mortgage,2025-01-23,Inactive,,7257.95,0.91
2272b245-b052-4032-b7d4-8836b81594c1,Fixed Deposit,2017-02-06,Inactive,,30460.36,0.14
2272b245-b052-4032-b7d4-8836b81594c1,Savings Account,2017-03-28,Active,,23766.89,0.34
a76a25ad-ac99-452d-999b-bd82b99cf77a,Savings Account,2006-05-13,Inactive,,14784.43,0.36
a76a25ad-ac99-452d-999b-bd82b99cf77a,Mortgage,2010-07-13,Inactive,,10739.23,0.09
a76a25ad-ac99-452d-999b-bd82b99cf77a,Fixed Deposit,2019-11-03,Inactive,,3100.09,0.32
a76a25ad-ac99-452d-999b-bd82b99cf77a,Credit Card,2015-07-05,Inactive,4161.0,18001.39,0.38
af2f2e79-0e0d-40d9-b41f-cea39239bea4,Investment Account,2016-03-10,Active,,23998.67,0.92
af2f2e79-0e0d-40d9-b41f-cea39239bea4,Savings Account,2021-09-01,Inactive,,9990.17,0.68
af2f2e79-0e0d-40d9-b41f-cea39239bea4,Mortgage,2011-10-22,Active,,1870.55,0.67
af2f2e79-0e0d-40d9-b41f-cea39239bea4,Fixed Deposit,2009-04-23,Active,,43148.04,0.1
3cba25a6-d7b1-466f-84ac-260231df69f1,Savings Account,2007-11-18,Inactive,,31000.86,0.77
3cba25a6-d7b1-466f-84ac-260231df69f1,Investment Account,2016-09-08,Active,,43053.61,0.46
3cba25a6-d7b1-466f-84ac-260231df69f1,Credit Card,2011-09-04,Active,7680.0,33982.39,0.57
3cba25a6-d7b1-466f-84ac-260231df69f1,Fixed Deposit,2006-02-16,Inactive,,22778.65,0.96
c2eb1651-983d-4098-b741-29df2ad55e19,Fixed Deposit,2009-11-03,Active,,30722.08,0.3
a4fdf57b-901b-4313-9c85-c58b37790acf,Investment Account,2008-06-29,Active,,26082.96,0.66
a4fdf57b-901b-4313-9c85-c58b37790acf,Mortgage,2010-01-27,Active,,44339.25,0.78
ee663260-6284-4674-b699-82af3f0d1182,Credit Card,2020-12-12,Active,10694.0,12427.52,0.32
ee663260-6284-4674-b699-82af3f0d1182,Fixed Deposit,2006-12-30,Active,,21508.31,0.75
ee663260-6284-4674-b699-82af3f0d1182,Investment Account,2008-08-09,Inactive,,49007.51,0.92
ee663260-6284-4674-b699-82af3f0d1182,Savings Account,2009-07-03,Active,,41525.95,0.97
3af551f8-63be-40bd-8957-38673c5f38ec,Investment Account,2013-10-14,Inactive,,40248.09,0.61
3af551f8-63be-40bd-8957-38673c5f38ec,Fixed Deposit,2025-03-10,Inactive,,37305.88,0.44
3af551f8-63be-40bd-8957-38673c5f38ec,Mortgage,2022-03-06,Inactive,,20905.28,0.08
4a77ad89-50b6-49b8-9cf2-434fe16a381a,Investment Account,2022-03-22,Active,,26483.13,0.58
4a77ad89-50b6-49b8-9cf2-434fe16a381a,Fixed Deposit,2017-03-08,Active,,5098.42,0.9
c87752cc-b82e-49fd-81cd-d45e3e97bba9,Savings Account,2010-12-05,Inactive,,28832.85,0.63
c87752cc-b82e-49fd-81cd-d45e3e97bba9,Fixed Deposit,2010-01-05,Inactive,,35658.65,0.18
c87752cc-b82e-49fd-81cd-d45e3e97bba9,Mortgage,2025-01-30,Active,,7046.98,0.93
c87752cc-b82e-49fd-81cd-d45e3e97bba9,Investment Account,2018-01-23,Active,,11664.25,0.27
7e59d3ce-c501-459e-99ad-c4048d903152,Credit Card,2010-07-23,Inactive,39082.0,27072.1,0.01
